TotalTime;SegmentTime;XTran1;YTran1;ZTran1;XTran2;YTran2;ZTran2;cXTran;cYTran;cZTran
42.69429;2.082325;-0.07395153;0.9282894;0.5060546;-0.6356614;1.23606;1.173833;-0.56170987;0.3077706;0.6677784
42.72096;2.108991;-0.07395153;0.9282894;0.5060546;-0.638972;1.238359;1.178392;-0.56502047;0.3100696;0.6723374
42.74378;2.131814;-0.07395153;0.9282894;0.5060546;-0.6406274;1.239509;1.180672;-0.56667587;0.3112196;0.6746174
42.77551;2.163543;-0.07395153;0.9282894;0.5060546;-0.6422827;1.240659;1.182951;-0.56833117;0.3123696;0.6768964
42.80071;2.18874;-0.07395153;0.9282894;0.5060546;-0.6455934;1.242959;1.18751;-0.57164187;0.3146696;0.6814554
42.82323;2.211267;-0.07395153;0.9282894;0.5060546;-0.6472487;1.244109;1.189789;-0.57329717;0.3158196;0.6837344
42.84631;2.234339;-0.07395153;0.9282894;0.5060546;-0.6489041;1.245259;1.192069;-0.57495257;0.3169696;0.6860144
42.87976;2.267792;-0.07395153;0.9282894;0.5060546;-0.6505594;1.246409;1.194348;-0.57660787;0.3181196;0.6882934
42.90115;2.289185;-0.07395153;0.9282894;0.5060546;-0.6538701;1.248708;1.198907;-0.57991857;0.3204186;0.6928524
42.92659;2.314624;-0.07395153;0.9282894;0.5060546;-0.6555254;1.249858;1.201186;-0.58157387;0.3215686;0.6951314
42.94871;2.336738;-0.07395153;0.9282894;0.5060546;-0.6571808;1.251008;1.203466;-0.58322927;0.3227186;0.6974114
42.96727;2.355305;-0.07395153;0.9282894;0.5060546;-0.6588361;1.252158;1.205745;-0.58488457;0.3238686;0.6996904
42.99221;2.380246;-0.07395153;0.9282894;0.5060546;-0.6604915;1.253308;1.208024;-0.58653997;0.3250186;0.7019694
43.01719;2.405221;-0.07395153;0.9282894;0.5060546;-0.6621468;1.254458;1.210304;-0.58819527;0.3261686;0.7042494
43.03851;2.426537;-0.07395153;0.9282894;0.5060546;-0.6638021;1.255608;1.212583;-0.58985057;0.3273186;0.7065284
43.06718;2.455213;-0.07395153;0.9282894;0.5060546;-0.6671128;1.257908;1.217142;-0.59316127;0.3296186;0.7110874
43.08941;2.477436;-0.07395153;0.9282894;0.5060546;-0.6687682;1.259057;1.219421;-0.59481667;0.3307676;0.7133664
43.1142;2.502236;-0.07395153;0.9282894;0.5060546;-0.6704235;1.260207;1.221701;-0.59647197;0.3319176;0.7156464
43.13878;2.52681;-0.07395153;0.9282894;0.5060546;-0.6720788;1.261357;1.22398;-0.59812727;0.3330676;0.7179254
43.16377;2.551804;-0.07395153;0.9282894;0.5060546;-0.6753895;1.263657;1.228539;-0.60143797;0.3353676;0.7224844
43.19584;2.583866;-0.07395153;0.9282894;0.5060546;-0.6770449;1.264807;1.230818;-0.60309337;0.3365176;0.7247634
43.22078;2.608806;-0.07395153;0.9282894;0.5060546;-0.6803555;1.267107;1.235377;-0.60640397;0.3388176;0.7293224
43.23545;2.623483;-0.07395153;0.9282894;0.5060546;-0.6803555;1.267107;1.235377;-0.60640397;0.3388176;0.7293224
43.26691;2.654944;-0.07395153;0.9282894;0.5060546;-0.6836662;1.269406;1.239936;-0.60971467;0.3411166;0.7338814
43.28978;2.677811;-0.07395153;0.9282894;0.5060546;-0.6853216;1.270556;1.242215;-0.61137007;0.3422666;0.7361604
43.30891;2.696946;-0.07395153;0.9282894;0.5060546;-0.6869769;1.271706;1.244495;-0.61302537;0.3434166;0.7384404
43.33425;2.722282;-0.07395153;0.9282894;0.5060546;-0.6886322;1.272856;1.246774;-0.61468067;0.3445666;0.7407194
43.35867;2.746698;-0.07395153;0.9282894;0.5060546;-0.6902876;1.274006;1.249054;-0.61633607;0.3457166;0.7429994
43.38203;2.770059;-0.07395153;0.9282894;0.5060546;-0.6935983;1.276306;1.253612;-0.61964677;0.3480166;0.7475574
43.41642;2.804448;-0.07395153;0.9282894;0.5060546;-0.6952536;1.277456;1.255892;-0.62130207;0.3491666;0.7498374
43.43942;2.827449;-0.07395153;0.9282894;0.5060546;-0.696909;1.278606;1.258171;-0.62295747;0.3503166;0.7521164
43.46273;2.85076;-0.07395153;0.9282894;0.5060546;-0.7002196;1.280905;1.26273;-0.62626807;0.3526156;0.7566754
43.48465;2.872677;-0.07395153;0.9282894;0.5060546;-0.701875;1.282055;1.265009;-0.62792347;0.3537656;0.7589544
43.50808;2.896112;-0.07395153;0.9282894;0.5060546;-0.7035303;1.283205;1.267289;-0.62957877;0.3549156;0.7612344
43.52531;2.91334;-0.07395153;0.9282894;0.5060546;-0.7051857;1.284355;1.269568;-0.63123417;0.3560656;0.7635134
43.55374;2.941772;-0.07395153;0.9282894;0.5060546;-0.706841;1.285505;1.271848;-0.63288947;0.3572156;0.7657934
43.57579;2.963825;-0.07395153;0.9282894;0.5060546;-0.7084963;1.286655;1.274127;-0.63454477;0.3583656;0.7680724
43.60138;2.989407;-0.07395153;0.9282894;0.5060546;-0.711807;1.288955;1.278686;-0.63785547;0.3606656;0.7726314
43.62437;3.012403;-0.07395153;0.9282894;0.5060546;-0.7134624;1.290105;1.280965;-0.63951087;0.3618156;0.7749104
43.64659;3.034621;-0.07395153;0.9282894;0.5060546;-0.7151177;1.291254;1.283245;-0.64116617;0.3629646;0.7771904
43.6699;3.057933;-0.07395153;0.9282894;0.5060546;-0.716773;1.292404;1.285524;-0.64282147;0.3641146;0.7794694
43.69136;3.079396;-0.07395153;0.9282894;0.5060546;-0.7184284;1.293554;1.287803;-0.64447687;0.3652646;0.7817484
43.7153;3.103338;-0.07395153;0.9282894;0.5060546;-0.7200837;1.294704;1.290083;-0.64613217;0.3664146;0.7840284
43.7427;3.130739;-0.07395153;0.9282894;0.5060546;-0.7233944;1.297004;1.294642;-0.64944287;0.3687146;0.7885874
